OG,FG,ABV,IBU,Color,Efficiency,SugarScale,BrewMethod,Style
1.065,1.016,6.4,35.83,5.33,64.0,Specific Gravity,All Grain,Saison
1.0759999999999998,1.0170000000000001,7.74,51.33,6.61,72.0,Specific Gravity,All Grain,American IPA
1.071,1.022,6.43,98.57,4.67,70.0,Specific Gravity,All Grain,American IPA
1.061,1.012,6.42,39.24,7.78,80.0,Specific Gravity,Partial Mash,American Light Lager
1.05,1.008,5.45,37.38,12.11,72.0,Specific Gravity,BIAB,California Common Beer
1.083,1.0190000000000001,8.32,145.05,8.96,60.0,Specific Gravity,All Grain,American IPA
1.051,1.0090000000000001,5.54,42.15,8.22,70.0,Specific Gravity,All Grain,American Pale Ale
1.0490000000000002,1.011,4.96,22.1,3.6,75.0,Specific Gravity,All Grain,Kölsch
1.048,1.005,5.66,26.96,3.34,72.0,Specific Gravity,All Grain,Saison
1.06,1.013,6.22,40.51,5.61,75.0,Specific Gravity,All Grain,American Pale Ale
1.046,1.011,4.66,20.31,3.8,72.0,Specific Gravity,All Grain,Blonde Ale
1.068,1.018,6.53,37.31,36.23,53.0,Specific Gravity,BIAB,Oatmeal Stout
1.065,1.021,5.84,21.16,42.0,70.0,Specific Gravity,BIAB,Sweet Stout
1.06,1.01,6.63,29.76,5.36,70.0,Specific Gravity,All Grain,Saison
1.045,1.008,4.8,77.37,3.04,71.0,Specific Gravity,All Grain,Saison
1.0659999999999998,1.02,6.11,28.72,3.81,75.0,Specific Gravity,All Grain,Saison
1.056,1.014,5.52,40.94,4.71,35.0,Specific Gravity,extract,American Pale Ale
1.065,1.0170000000000001,6.31,72.56,9.38,35.0,Specific Gravity,Partial Mash,American IPA
1.064,1.015,6.34,92.39,21.27,75.0,Specific Gravity,All Grain,Irish Red Ale
1.068,1.013,7.25,81.1,8.55,72.0,Specific Gravity,All Grain,American IPA
1.055,1.01,5.97,46.89,9.95,70.0,Specific Gravity,All Grain,American IPA
1.0659999999999998,1.011,7.25,90.72,5.97,81.0,Specific Gravity,BIAB,American IPA
1.05,1.016,4.52,20.24,13.88,67.0,Specific Gravity,All Grain,Irish Red Ale
1.063,1.0170000000000001,5.97,65.03,6.34,75.0,Specific Gravity,BIAB,American IPA
1.042,1.0070000000000001,4.6,20.88,18.25,72.0,Specific Gravity,All Grain,Irish Red Ale
1.051,1.015,4.76,40.76,4.14,80.0,Specific Gravity,All Grain,American IPA
1.056,1.014,5.53,45.36,21.03,70.0,Specific Gravity,All Grain,American Brown Ale
1.061,1.015,6.06,57.42,3.87,75.0,Specific Gravity,All Grain,American Light Lager
1.0659999999999998,1.015,6.68,30.54,39.6,70.0,Specific Gravity,BIAB,American Stout
1.068,1.0170000000000001,6.64,66.36,19.3,70.0,Specific Gravity,BIAB,American Brown Ale
1.055,1.012,5.67,34.42,14.6,70.0,Specific Gravity,All Grain,American Amber Ale
1.057,1.014,5.62,24.59,23.41,35.0,Specific Gravity,extract,American Brown Ale
1.056,1.013,5.57,54.89,4.91,68.0,Specific Gravity,All Grain,American Pale Ale
1.038,1.0090000000000001,3.86,115.78,5.56,50.0,Specific Gravity,All Grain,American IPA
14.33,3.39943,5.9,59.67,4.48,63.0,Plato,All Grain,Blonde Ale
1.064,1.016,6.34,36.23,13.21,35.0,Specific Gravity,extract,Saison
1.065,1.015,6.57,0.0,3.99,75.0,Specific Gravity,All Grain,American IPA
1.061,1.015,5.97,52.89,8.57,35.0,Specific Gravity,All Grain,American Pale Ale
1.074,1.02,7.06,108.76,8.31,74.0,Specific Gravity,BIAB,American IPA
1.065,1.0170000000000001,6.33,76.98,7.54,80.0,Specific Gravity,All Grain,American Pale Ale
1.063,1.022,5.5,35.93,37.55,75.0,Specific Gravity,All Grain,Sweet Stout
1.061,1.015,6.05,59.41,8.68,60.0,Specific Gravity,All Grain,American Pale Ale
1.064,1.014,6.57,71.07,11.83,70.0,Specific Gravity,BIAB,American IPA
1.054,1.0090000000000001,5.98,48.34,6.41,64.0,Specific Gravity,BIAB,American IPA
1.064,1.02,5.78,34.36,27.7,35.0,Specific Gravity,extract,Robust Porter
1.04,1.005,4.5,37.19,13.18,35.0,Specific Gravity,extract,American Amber Ale
1.046,1.011,4.5,19.38,8.39,75.0,Specific Gravity,BIAB,American Pale Ale
1.06,1.01,6.52,53.64,4.32,75.0,Specific Gravity,All Grain,American IPA
1.068,1.0170000000000001,6.67,0.0,4.24,70.0,Specific Gravity,All Grain,American Light Lager
1.0590000000000002,1.011,6.24,59.88,7.14,50.0,Specific Gravity,extract,American IPA
1.046,1.013,4.34,38.86,9.57,60.0,Specific Gravity,All Grain,American Pale Ale
1.072,1.012,7.82,133.5,5.87,78.0,Specific Gravity,All Grain,American IPA
1.047,1.012,4.62,0.0,3.05,72.5,Specific Gravity,All Grain,Saison
1.064,1.016,6.29,47.37,9.39,50.0,Specific Gravity,extract,American Pale Ale
1.0659999999999998,1.013,6.92,31.12,50.0,65.0,Specific Gravity,extract,Sweet Stout
1.07,1.02,6.62,26.17,39.63,75.0,Specific Gravity,All Grain,Sweet Stout
1.045,1.01,4.6,40.27,8.57,75.0,Specific Gravity,All Grain,American Pale Ale
1.06,1.0190000000000001,5.32,38.81,36.41,66.0,Specific Gravity,BIAB,Robust Porter
1.044,1.012,4.14,26.81,6.06,35.0,Specific Gravity,extract,Blonde Ale
1.05,1.013,4.9,105.26,33.67,42.0,Specific Gravity,All Grain,American Brown Ale
1.051,1.0090000000000001,5.53,38.76,6.19,60.0,Specific Gravity,BIAB,American IPA
1.044,1.011,4.28,83.77,8.09,70.0,Specific Gravity,All Grain,American IPA
1.0590000000000002,1.012,6.18,49.39,6.48,83.0,Specific Gravity,BIAB,American Pale Ale
1.068,1.021,6.1,41.31,50.0,70.0,Specific Gravity,All Grain,Sweet Stout
1.034,1.0090000000000001,3.29,224.06,6.03,35.0,Specific Gravity,All Grain,American IPA
1.0390000000000001,1.01,3.77,29.39,4.46,70.0,Specific Gravity,All Grain,American Pale Ale
1.032,1.004,3.66,27.29,3.63,74.0,Specific Gravity,BIAB,Saison
1.047,1.012,4.6,50.98,8.2,70.0,Specific Gravity,BIAB,American Pale Ale
1.057,1.01,6.16,60.94,4.47,72.0,Specific Gravity,All Grain,American IPA
1.056,1.01,6.01,29.18,4.51,70.0,Specific Gravity,All Grain,Saison
1.044,1.008,4.79,0.0,9.32,70.0,Specific Gravity,All Grain,American Light Lager
1.087,1.015,9.46,17.09,7.35,75.0,Specific Gravity,All Grain,American IPA
1.0590000000000002,1.014,5.87,33.17,12.91,70.0,Specific Gravity,BIAB,American Light Lager
16.7445,4.36996,6.76,55.73,6.46,80.0,Plato,All Grain,American IPA
1.056,1.012,5.75,40.62,8.0,70.0,Specific Gravity,All Grain,American Pale Ale
1.06,1.01,6.56,67.21,6.49,68.0,Specific Gravity,All Grain,American IPA
1.105,1.042,8.15,159.44,50.0,58.0,Specific Gravity,Partial Mash,Imperial IPA
1.0590000000000002,1.014,5.93,20.99,10.02,78.0,Specific Gravity,All Grain,Irish Red Ale
1.042,1.008,4.47,27.47,3.86,35.0,Specific Gravity,extract,Blonde Ale
1.051,1.01,5.39,97.72,7.55,35.0,Specific Gravity,extract,American IPA
1.074,1.02,7.07,42.2,4.93,70.0,Specific Gravity,All Grain,American IPA
1.047,1.014,4.27,29.8,8.78,74.0,Specific Gravity,All Grain,American Pale Ale
1.065,1.012,7.0,88.41,9.52,70.0,Specific Gravity,BIAB,American Pale Ale
1.078,1.026,6.89,18.21,37.61,70.0,Specific Gravity,Partial Mash,American Stout
1.053,1.01,5.62,66.14,4.83,35.0,Specific Gravity,extract,American Light Lager
1.065,1.016,6.41,55.94,4.69,73.0,Specific Gravity,BIAB,American IPA
1.054,1.0090000000000001,5.85,22.04,3.8,78.0,Specific Gravity,All Grain,Kölsch
1.053,1.0090000000000001,5.85,17.8,4.24,70.0,Specific Gravity,BIAB,Weissbier
1.05,1.015,4.6,28.61,5.56,60.0,Specific Gravity,All Grain,Kölsch
1.058,1.008,6.47,17.35,3.89,82.0,Specific Gravity,All Grain,Saison
1.0759999999999998,1.0170000000000001,7.68,95.7,7.16,75.0,Specific Gravity,All Grain,Imperial IPA
1.0759999999999998,1.015,8.05,30.8,5.53,70.0,Specific Gravity,All Grain,Double IPA
1.048,1.012,4.68,0.0,3.68,65.0,Specific Gravity,BIAB,American Light Lager
1.052,1.011,5.45,36.33,9.52,65.0,Specific Gravity,BIAB,American Pale Ale
1.06,1.014,6.05,24.4,34.6,77.0,Specific Gravity,All Grain,Oatmeal Stout
1.063,1.012,6.71,84.6,5.05,70.0,Specific Gravity,All Grain,American IPA
1.072,1.011,8.04,97.63,7.43,60.0,Specific Gravity,All Grain,Double IPA
1.07,1.015,7.26,80.22,13.37,70.0,Specific Gravity,All Grain,Double IPA
1.067,1.0170000000000001,6.57,59.82,42.92,75.0,Specific Gravity,All Grain,American Stout
1.052,1.01,5.54,32.19,7.16,25.0,Specific Gravity,extract,American Pale Ale
1.047,1.008,5.19,43.79,9.36,75.0,Specific Gravity,All Grain,American Pale Ale
1.044,1.01,4.47,36.77,3.33,68.0,Specific Gravity,All Grain,Saison
1.06,1.014,6.0,64.69,6.78,70.0,Specific Gravity,All Grain,American IPA
1.073,1.024,6.52,36.66,4.9,65.0,Specific Gravity,All Grain,American IPA
1.069,1.015,7.11,75.31,6.54,70.0,Specific Gravity,All Grain,American Pale Ale
1.057,1.014,5.77,37.07,7.83,70.0,Specific Gravity,All Grain,American Pale Ale
1.077,1.015,8.11,79.28,7.2,66.0,Specific Gravity,All Grain,Imperial IPA
1.081,1.0190000000000001,8.1,120.98,15.01,70.0,Specific Gravity,All Grain,American IPA
1.062,1.015,6.09,83.18,30.3,35.0,Specific Gravity,extract,American IPA
1.037,1.0090000000000001,3.73,0.0,2.86,75.0,Specific Gravity,All Grain,American Pale Ale
1.055,1.011,5.78,30.89,6.07,70.0,Specific Gravity,All Grain,Saison
1.0590000000000002,1.015,5.84,28.63,33.82,60.0,Specific Gravity,All Grain,American Stout
1.063,1.015,6.31,44.75,16.38,55.0,Specific Gravity,BIAB,American Light Lager
1.06,1.0190000000000001,5.45,27.43,38.4,65.0,Specific Gravity,BIAB,Sweet Stout
1.051,1.008,5.55,42.95,8.53,70.0,Specific Gravity,BIAB,American Pale Ale
1.052,1.011,5.39,26.92,6.97,70.0,Specific Gravity,All Grain,American Pale Ale
1.056,1.013,5.74,0.0,8.95,72.0,Specific Gravity,All Grain,American Pale Ale
1.067,1.021,6.04,27.44,5.55,35.0,Specific Gravity,extract,Blonde Ale
1.054,1.0090000000000001,5.99,46.65,5.69,75.0,Specific Gravity,All Grain,American IPA
1.052,1.012,5.24,45.36,12.1,73.0,Specific Gravity,All Grain,American Pale Ale
1.045,1.0090000000000001,4.7,44.97,4.49,74.0,Specific Gravity,BIAB,American Pale Ale
1.0490000000000002,1.011,5.01,22.65,4.19,72.0,Specific Gravity,All Grain,Kölsch
1.06,1.014,6.04,33.56,5.31,85.0,Specific Gravity,All Grain,American Pale Ale
1.052,1.013,5.1,12.82,3.92,80.0,Specific Gravity,BIAB,American Light Lager
1.057,1.011,6.02,38.76,7.9,70.0,Specific Gravity,All Grain,American Pale Ale
17.0618,4.4566300000000005,6.89,9.74,12.4,88.0,Plato,All Grain,American Light Lager
1.068,1.018,6.58,90.62,8.97,70.0,Specific Gravity,All Grain,Blonde Ale
1.074,1.0190000000000001,7.33,66.46,8.96,40.0,Specific Gravity,All Grain,American Light Lager
1.061,1.01,6.65,38.24,6.88,70.0,Specific Gravity,All Grain,American Pale Ale
1.045,1.008,4.82,26.69,3.66,70.0,Specific Gravity,BIAB,Blonde Ale
1.052,1.013,5.08,45.73,3.59,70.0,Specific Gravity,All Grain,Blonde Ale
1.101,1.0170000000000001,11.04,76.75,47.62,75.0,Specific Gravity,All Grain,Russian Imperial Stout
1.04,1.011,3.8,14.98,3.54,65.0,Specific Gravity,BIAB,Weissbier
1.065,1.015,6.6,98.5,4.29,70.0,Specific Gravity,BIAB,American IPA
1.056,1.012,5.85,47.4,4.45,68.0,Specific Gravity,BIAB,American IPA
1.058,1.016,5.55,26.58,19.08,75.0,Specific Gravity,All Grain,American Light Lager
1.067,1.011,7.37,86.18,8.45,76.0,Specific Gravity,All Grain,Double IPA
1.064,1.016,6.25,18.25,18.58,35.0,Specific Gravity,extract,American Amber Ale
1.077,1.021,7.4,74.08,7.58,68.0,Specific Gravity,All Grain,American IPA
1.078,1.015,8.29,45.14,7.13,72.0,Specific Gravity,All Grain,Double IPA
1.0590000000000002,1.01,6.53,125.16,7.05,70.0,Specific Gravity,All Grain,American IPA
1.058,1.013,5.83,41.81,34.66,80.0,Specific Gravity,All Grain,Oatmeal Stout
1.052,1.013,5.08,11.54,3.65,70.0,Specific Gravity,All Grain,Weissbier
1.058,1.015,5.73,83.01,5.54,65.0,Specific Gravity,BIAB,American IPA
1.052,1.013,5.08,15.42,17.84,60.0,Specific Gravity,BIAB,Irish Red Ale
1.0659999999999998,1.016,6.48,59.62,9.36,35.0,Specific Gravity,extract,American IPA
1.065,1.015,6.58,65.45,9.19,70.0,Specific Gravity,All Grain,American IPA
1.051,1.008,5.64,27.19,9.2,70.0,Specific Gravity,BIAB,Saison
1.052,1.0170000000000001,4.61,21.1,37.96,65.0,Specific Gravity,All Grain,Sweet Stout
1.081,1.018,8.28,43.71,5.15,35.0,Specific Gravity,extract,Saison
1.077,1.013,8.35,311.85,6.76,75.0,Specific Gravity,BIAB,American IPA
1.053,1.013,5.28,44.58,8.13,35.0,Specific Gravity,Partial Mash,American Pale Ale
1.073,1.015,7.57,64.64,50.0,68.0,Specific Gravity,All Grain,American Light Lager
1.067,1.012,7.24,66.66,5.28,70.0,Specific Gravity,BIAB,American IPA
1.06,1.011,6.36,57.8,6.42,30.0,Specific Gravity,extract,American IPA
1.05,1.012,5.06,15.12,4.22,35.0,Specific Gravity,extract,Weissbier
1.052,1.008,5.8,29.88,7.27,67.0,Specific Gravity,All Grain,American Pale Ale
1.06,1.016,5.77,31.63,34.76,73.0,Specific Gravity,All Grain,Robust Porter
1.051,1.012,5.22,34.79,7.64,70.0,Specific Gravity,All Grain,American Pale Ale
1.0659999999999998,1.015,6.65,80.09,24.48,70.0,Specific Gravity,All Grain,Weissbier
13.9458,2.8127299999999997,5.99,35.97,13.46,65.0,Plato,All Grain,American Amber Ale
1.051,1.01,5.4,46.68,4.4,35.0,Specific Gravity,extract,American Pale Ale
1.065,1.011,7.1,50.79,15.4,72.0,Specific Gravity,All Grain,American IPA
1.0759999999999998,1.032,5.79,37.92,6.04,70.0,Specific Gravity,All Grain,American Pale Ale
1.048,1.011,4.89,22.87,4.8,70.0,Specific Gravity,All Grain,Blonde Ale
1.064,1.012,6.77,22.01,5.82,35.0,Specific Gravity,extract,American Pale Ale
1.064,1.016,6.25,62.6,5.54,67.0,Specific Gravity,All Grain,American Light Lager
1.051,1.012,5.08,20.85,4.12,68.0,Specific Gravity,BIAB,Weissbier
1.054,1.014,5.31,11.81,3.22,70.0,Specific Gravity,All Grain,Weissbier
1.052,1.013,5.12,14.17,4.05,70.0,Specific Gravity,All Grain,Weissbier
1.047,1.01,4.86,23.49,3.45,78.0,Specific Gravity,All Grain,Kölsch
1.043,1.008,4.61,21.78,4.71,80.0,Specific Gravity,All Grain,Blonde Ale
1.06,1.015,5.88,35.52,27.52,70.0,Specific Gravity,All Grain,Robust Porter
1.063,1.018,5.92,104.31,4.32,70.0,Specific Gravity,All Grain,American IPA
1.048,1.008,5.27,0.0,6.18,35.0,Specific Gravity,extract,American Light Lager
1.0590000000000002,1.013,6.07,41.55,14.73,35.0,Specific Gravity,extract,American Pale Ale
1.056,1.015,5.27,59.69,10.01,56.0,Specific Gravity,BIAB,American IPA
1.055,1.014,5.45,9.09,3.66,60.0,Specific Gravity,BIAB,Weissbier
1.05,1.013,5.03,31.94,6.64,65.0,Specific Gravity,BIAB,American Pale Ale
1.065,1.016,6.4,42.8,7.98,70.0,Specific Gravity,All Grain,American IPA
16.5255,3.05606,7.32,141.39,41.81,72.0,Plato,All Grain,American IPA
1.054,1.008,6.07,21.35,17.77,70.0,Specific Gravity,All Grain,Saison
1.0290000000000001,1.0070000000000001,2.84,0.0,2.72,80.0,Specific Gravity,All Grain,American IPA
1.047,1.008,5.06,52.48,5.43,70.0,Specific Gravity,All Grain,American Pale Ale
1.051,1.012,5.1,36.24,5.19,70.0,Specific Gravity,BIAB,American Pale Ale
1.128,1.013,15.07,58.41,42.84,70.0,Specific Gravity,BIAB,Russian Imperial Stout
1.045,1.01,4.47,0.0,3.74,35.0,Specific Gravity,extract,Weissbier
1.052,1.013,5.15,11.35,3.67,70.0,Specific Gravity,BIAB,Weissbier
1.0859999999999999,1.016,9.21,125.54,5.66,70.0,Specific Gravity,BIAB,Double IPA
1.0490000000000002,1.0070000000000001,5.49,0.0,10.06,84.0,Specific Gravity,BIAB,American Light Lager
1.058,1.023,4.59,54.22,11.46,70.0,Specific Gravity,All Grain,American IPA
21.2783,4.80879,9.16,78.0,10.85,85.0,Plato,All Grain,Imperial IPA
1.072,1.018,7.06,89.97,9.19,82.0,Specific Gravity,All Grain,American IPA
1.074,1.014,7.86,81.13,8.06,70.0,Specific Gravity,All Grain,American IPA
1.08,1.021,7.8,76.17,5.06,67.0,Specific Gravity,All Grain,American IPA
1.055,1.014,5.39,30.95,27.18,70.0,Specific Gravity,All Grain,American Amber Ale
1.06,1.014,6.07,35.99,11.54,55.0,Specific Gravity,All Grain,Blonde Ale
1.052,1.011,5.33,29.35,6.08,65.0,Specific Gravity,All Grain,American Pale Ale
1.068,1.0190000000000001,6.53,29.26,41.06,75.0,Specific Gravity,All Grain,Sweet Stout
1.063,1.0170000000000001,6.05,93.88,5.37,35.0,Specific Gravity,extract,American IPA
1.063,1.016,6.22,39.28,10.09,70.0,Specific Gravity,BIAB,American Light Lager
1.0590000000000002,1.011,6.4,28.49,4.47,65.0,Specific Gravity,All Grain,Saison
1.07,1.016,7.07,50.11,11.53,70.0,Specific Gravity,All Grain,American IPA
1.048,1.011,4.88,23.08,3.43,65.0,Specific Gravity,BIAB,Kölsch
1.082,1.022,7.84,119.01,11.23,75.0,Specific Gravity,All Grain,Imperial IPA
1.048,1.012,4.72,32.91,12.33,60.0,Specific Gravity,BIAB,American Amber Ale
1.053,1.012,5.37,23.32,3.32,75.0,Specific Gravity,All Grain,Kölsch
1.0859999999999999,1.021,8.57,60.95,6.06,65.0,Specific Gravity,BIAB,Double IPA
1.046,1.011,4.58,21.63,12.56,70.0,Specific Gravity,BIAB,Irish Red Ale
1.052,1.0070000000000001,5.88,25.41,5.03,75.0,Specific Gravity,All Grain,Saison
1.062,1.015,6.11,40.34,34.59,70.0,Specific Gravity,All Grain,Oatmeal Stout
1.082,1.021,8.03,114.98,13.12,75.0,Specific Gravity,All Grain,Double IPA
1.062,1.012,6.5,128.17,4.44,70.0,Specific Gravity,All Grain,American IPA
1.064,1.02,5.81,46.31,12.8,65.0,Specific Gravity,BIAB,American IPA
1.04,1.01,3.94,12.67,3.25,65.0,Specific Gravity,All Grain,Witbier
1.055,1.011,5.67,29.96,5.82,70.0,Specific Gravity,All Grain,Blonde Ale
1.093,1.022,9.32,33.72,12.82,70.0,Specific Gravity,All Grain,American IPA
1.053,1.014,5.11,18.84,3.48,35.0,Specific Gravity,extract,Weissbier
1.056,1.011,5.92,42.5,8.31,69.0,Specific Gravity,All Grain,American Pale Ale
1.064,1.013,6.63,166.04,4.94,78.0,Specific Gravity,All Grain,Double IPA
1.0659999999999998,1.014,6.86,32.93,11.23,80.0,Specific Gravity,All Grain,American Amber Ale
1.046,1.01,4.68,26.76,12.93,65.0,Specific Gravity,All Grain,Irish Red Ale
1.053,1.011,5.46,72.69,6.26,75.0,Specific Gravity,BIAB,American Pale Ale
1.053,1.011,5.52,86.14,4.21,60.0,Specific Gravity,BIAB,American Pale Ale
1.056,1.011,5.87,32.28,5.89,70.0,Specific Gravity,All Grain,American Pale Ale
1.053,1.013,5.2,20.15,4.47,65.0,Specific Gravity,All Grain,Blonde Ale
1.038,1.0070000000000001,4.08,12.78,3.67,70.0,Specific Gravity,All Grain,American Light Lager
1.06,1.0170000000000001,5.66,45.69,33.07,55.0,Specific Gravity,BIAB,Sweet Stout
17.5457,3.65254,7.59,72.61,8.59,71.0,Plato,All Grain,American IPA
1.057,1.014,5.62,44.59,6.82,75.0,Specific Gravity,All Grain,American Pale Ale
1.058,1.011,6.21,63.06,9.37,65.0,Specific Gravity,All Grain,American IPA
1.069,1.011,7.51,38.16,6.68,67.0,Specific Gravity,BIAB,Saison
1.042,1.01,4.23,17.6,2.91,65.0,Specific Gravity,All Grain,Witbier
1.052,1.013,5.06,39.2,8.6,70.0,Specific Gravity,All Grain,American Pale Ale
14.0567,3.8091,5.53,30.92,6.49,85.0,Plato,All Grain,American Pale Ale
1.056,1.01,6.09,67.99,5.25,70.0,Specific Gravity,All Grain,Weissbier
1.063,1.016,6.26,74.1,6.81,70.0,Specific Gravity,All Grain,American IPA
1.0590000000000002,1.013,5.99,31.03,6.95,75.0,Specific Gravity,All Grain,American IPA
1.046,1.006,5.28,16.36,4.39,75.0,Specific Gravity,All Grain,Weissbier
1.047,1.011,4.8,24.08,4.01,72.0,Specific Gravity,All Grain,Kölsch
1.085,1.013,9.47,180.45,8.43,60.0,Specific Gravity,All Grain,Double IPA
1.048,1.0090000000000001,5.14,18.92,4.4,74.0,Specific Gravity,All Grain,American Light Lager
1.063,1.018,5.92,32.82,33.97,75.0,Specific Gravity,BIAB,American Stout
1.065,1.012,6.87,15.12,4.47,77.0,Specific Gravity,All Grain,American Light Lager
1.06,1.015,5.84,96.87,5.77,70.0,Specific Gravity,BIAB,American IPA
1.062,1.011,6.62,38.38,6.51,70.0,Specific Gravity,All Grain,American Pale Ale
1.07,1.021,6.4,47.7,7.08,75.0,Specific Gravity,All Grain,American IPA
1.062,1.014,6.31,17.94,6.64,80.0,Specific Gravity,All Grain,Weissbier
1.065,1.012,7.01,129.46,6.89,70.0,Specific Gravity,All Grain,American IPA
1.07,1.015,7.21,99.07,11.38,70.0,Specific Gravity,All Grain,American IPA
1.048,1.0070000000000001,5.43,15.02,7.38,60.0,Specific Gravity,All Grain,Weissbier
1.05,1.013,4.97,27.37,13.09,70.0,Specific Gravity,All Grain,American Pale Ale
1.047,1.0090000000000001,5.08,22.62,5.83,80.0,Specific Gravity,All Grain,American Pale Ale
1.051,1.0090000000000001,5.55,60.49,8.08,70.0,Specific Gravity,BIAB,American IPA
1.04,1.008,4.29,25.64,11.35,35.0,Specific Gravity,extract,Irish Red Ale
1.078,1.021,7.53,183.36,13.35,70.0,Specific Gravity,All Grain,Double IPA
1.057,1.01,6.18,17.02,4.81,50.0,Specific Gravity,All Grain,American Pale Ale
1.044,1.011,4.45,12.09,2.89,77.0,Specific Gravity,All Grain,Weizen/Weissbier
1.046,1.011,4.6,39.96,6.21,70.0,Specific Gravity,All Grain,American IPA
1.062,1.0170000000000001,5.89,96.83,12.15,75.0,Specific Gravity,BIAB,American Pale Ale
1.06,1.014,5.99,64.68,6.57,80.0,Specific Gravity,BIAB,American IPA
1.043,1.0090000000000001,4.48,34.78,5.28,80.0,Specific Gravity,Partial Mash,Kölsch
1.095,1.024,9.37,0.0,7.78,35.0,Specific Gravity,BIAB,American Light Lager
1.083,1.025,7.6,85.28,8.99,70.0,Specific Gravity,All Grain,American Pale Ale
1.0490000000000002,1.012,4.95,17.97,3.78,70.0,Specific Gravity,All Grain,Witbier
1.0390000000000001,1.008,4.16,7.99,3.7,60.0,Specific Gravity,All Grain,Saison
1.05,1.012,4.88,36.68,7.03,69.0,Specific Gravity,All Grain,American Pale Ale
1.078,1.016,8.17,132.07,11.48,55.0,Specific Gravity,BIAB,Double IPA
1.051,1.01,5.39,11.73,4.64,73.0,Specific Gravity,All Grain,American Light Lager
1.062,1.011,6.78,52.41,8.33,70.0,Specific Gravity,All Grain,American IPA
1.052,1.013,5.12,41.45,5.57,75.0,Specific Gravity,All Grain,American Pale Ale
1.046,1.01,4.67,27.27,15.35,84.0,Specific Gravity,BIAB,Irish Red Ale
1.053,1.013,5.3,23.68,6.4,72.0,Specific Gravity,All Grain,Kölsch
1.046,1.011,4.58,18.89,12.85,65.0,Specific Gravity,All Grain,Irish Red Ale
1.056,1.011,5.84,44.33,5.6,35.0,Specific Gravity,extract,American Pale Ale
1.067,1.022,5.89,41.03,39.24,72.0,Specific Gravity,All Grain,American Stout
1.033,1.011,2.83,60.27,4.34,73.0,Specific Gravity,BIAB,American Pale Ale
1.08,1.015,9.07,42.59,9.37,68.0,Specific Gravity,All Grain,American IPA
1.065,1.015,6.6,56.04,6.92,68.0,Specific Gravity,BIAB,American IPA
1.075,1.014,8.02,67.59,33.43,75.0,Specific Gravity,All Grain,American Stout
1.068,1.0170000000000001,6.68,93.18,6.89,65.0,Specific Gravity,All Grain,American IPA
1.0590000000000002,1.012,6.24,58.09,6.71,70.0,Specific Gravity,All Grain,American IPA
1.052,1.012,5.23,15.49,5.1,70.0,Specific Gravity,All Grain,Blonde Ale
1.04,1.01,3.9,18.98,3.15,65.0,Specific Gravity,All Grain,American Light Lager
1.06,1.0170000000000001,5.72,29.47,11.69,65.0,Specific Gravity,All Grain,Saison
1.069,1.0170000000000001,6.83,27.45,32.26,35.0,Specific Gravity,All Grain,American IPA
1.052,1.012,5.2,50.63,8.61,70.0,Specific Gravity,All Grain,American Pale Ale
1.062,1.01,6.8,101.66,11.54,75.0,Specific Gravity,All Grain,American IPA
1.061,1.013,6.24,63.03,16.23,68.0,Specific Gravity,All Grain,American IPA
1.077,1.021,7.26,26.02,6.69,70.0,Specific Gravity,All Grain,Saison
1.055,1.006,6.5,23.43,5.35,71.0,Specific Gravity,BIAB,Saison
1.0590000000000002,1.011,6.36,81.14,5.25,70.0,Specific Gravity,All Grain,Blonde Ale
1.052,1.0090000000000001,5.68,70.2,7.19,75.0,Specific Gravity,BIAB,American IPA
1.074,1.0190000000000001,7.21,77.11,5.26,67.0,Specific Gravity,All Grain,American IPA
1.082,1.021,8.1,98.35,4.65,35.0,Specific Gravity,extract,American Light Lager
1.065,1.0170000000000001,6.36,102.24,4.6,70.0,Specific Gravity,All Grain,American IPA
1.037,1.006,3.98,203.53,5.4,35.0,Specific Gravity,All Grain,American IPA
1.048,1.012,4.7,27.55,19.65,70.0,Specific Gravity,BIAB,American Light Lager
1.061,1.008,6.89,30.24,7.19,75.0,Specific Gravity,All Grain,Saison
1.046,1.008,4.92,59.12,5.11,65.0,Specific Gravity,All Grain,American Pale Ale
1.068,1.018,6.66,45.08,31.22,75.0,Specific Gravity,All Grain,Robust Porter
1.058,1.014,5.71,33.91,6.64,61.0,Specific Gravity,All Grain,American Light Lager
16.2125,3.59565,6.86,52.19,5.29,60.0,Plato,All Grain,American IPA
1.044,1.01,4.43,24.64,4.19,70.0,Specific Gravity,All Grain,Blonde Ale
1.0759999999999998,1.0190000000000001,7.51,58.51,50.0,80.0,Specific Gravity,All Grain,Russian Imperial Stout
1.057,1.014,5.6,64.4,6.11,35.0,Specific Gravity,extract,American IPA
1.064,1.022,5.46,42.16,5.27,70.0,Specific Gravity,BIAB,Weissbier
1.064,1.0190000000000001,5.89,44.18,27.19,70.0,Specific Gravity,All Grain,American Brown Ale
1.065,1.015,6.59,69.0,5.81,70.0,Specific Gravity,All Grain,American IPA
1.053,1.013,5.29,43.72,6.21,80.0,Specific Gravity,All Grain,American Pale Ale
1.058,1.015,5.84,52.43,4.07,65.0,Specific Gravity,All Grain,American IPA
1.0590000000000002,1.0190000000000001,5.27,24.1,39.45,70.0,Specific Gravity,BIAB,American Stout
