title,dept,salary,race,gender,experience,experience_level
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,Hispanic,Male,2,Novice
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,Hispanic,Male,12,Experienced
DEPUTY DIRECTOR-PUBLIC WORKS (EXECUTIVE,Public Works & Engineering-PWE,178331.0,White,Female,25,Veteran
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,White,Male,26,Veteran
IRM MANAGER,Public Works & Engineering-PWE,104389.0,Black,Male,13,Experienced
FIRE FIGHTER,Houston Fire Department (HFD),57815.0,Hispanic,Male,15,Experienced
MANAGEMENT ANALYST IV,Houston Airport System (HAS),74420.0,White,Male,15,Experienced
ADMINISTRATIVE AIDE,Houston Police Department-HPD,26229.0,Black,Female,1,Novice
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,Hispanic,Male,9,Experienced
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,White,Male,7,Novice
ADMINISTRATION MANAGER,Health & Human Services,90305.0,Black,Male,10,Experienced
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,7,Novice
SYSTEMS SUPPORT ANALYST II,Health & Human Services,54509.0,Black,Female,3,Novice
POLICE SERGEANT,Houston Police Department-HPD,77076.0,Hispanic,Female,15,Experienced
COMMUNICATIONS CAPTAIN,Houston Fire Department (HFD),66523.0,Black,Male,13,Experienced
SEMI-SKILLED LABORER,Public Works & Engineering-PWE,27352.0,Black,Male,0,Novice
REAL ESTATE ANALYST,Public Works & Engineering-PWE,53173.0,Black,Female,1,Novice
INSPECTOR,Houston Airport System (HAS),54080.0,White,Male,3,Novice
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,15,Experienced
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,24,Veteran
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,13,Experienced
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Female,34,Veteran
INSPECTOR,Public Works & Engineering-PWE,54683.0,Hispanic,Male,13,Experienced
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,25,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Black,Female,15,Experienced
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Female,30,Veteran
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Hispanic,Male,23,Veteran
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000.0,White,Female,1,Novice
WATER SERVICE INSPECTOR II,Public Works & Engineering-PWE,38251.0,Black,Male,8,Novice
CUSTOMER SERVICE REPRESENTATIVE II,Public Works & Engineering-PWE,36837.0,Black,Female,15,Experienced
CUSTOMER SERVICE CLERK,Health & Human Services,30410.0,Hispanic,Female,1,Novice
INSPECTOR,Public Works & Engineering-PWE,51584.0,White,Male,3,Novice
INSPECTOR,Public Works & Engineering-PWE,57450.0,White,Male,15,Experienced
TECHNICAL HARDWARE ANALYST III,Public Works & Engineering-PWE,57200.0,Asian,Male,8,Novice
ELECTRICIAN,Public Works & Engineering-PWE,44096.0,Hispanic,Female,4,Novice
POLICE OFFICER,Houston Police Department-HPD,60347.0,White,Male,13,Experienced
DISTRICT CHIEF,Houston Fire Department (HFD),89590.0,White,Male,34,Veteran
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,7,Novice
INSPECTOR,Public Works & Engineering-PWE,51085.0,Black,Male,3,Novice
SENIOR AIRPORT COMMUNICATIONS OPERATOR,Houston Airport System (HAS),36587.0,Black,Female,8,Novice
EQUIPMENT WORKER,Public Works & Engineering-PWE,33613.0,Black,Female,18,Experienced
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,26,Veteran
POLICE SERGEANT,Houston Police Department-HPD,77076.0,White,Male,16,Experienced
UTILITY WORKER,Public Works & Engineering-PWE,32635.0,Asian,Male,20,Veteran
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,8,Novice
FIELD SUPERVISOR,Public Works & Engineering-PWE,45989.0,Black,Male,25,Veteran
POLICE LIEUTENANT,Houston Police Department-HPD,91181.0,White,Male,30,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,33,Veteran
POLICE OFFICER,Houston Police Department-HPD,47650.0,White,Male,4,Novice
FIRE FIGHTER,Houston Fire Department (HFD),52644.0,Black,Male,9,Experienced
SENIOR INVENTORY MANAGEMENT CLERK,Public Works & Engineering-PWE,37357.0,Black,Female,23,Veteran
POLICE OFFICER,Houston Police Department-HPD,50621.0,Hispanic,Male,5,Novice
EQUIPMENT WORKER,Public Works & Engineering-PWE,39021.0,Black,Male,19,Veteran
POLICE SERGEANT,Houston Police Department-HPD,77076.0,Black,Male,16,Experienced
UTILITY WORKER,Public Works & Engineering-PWE,40810.0,Asian,Male,20,Veteran
UTILITY WORKER,Public Works & Engineering-PWE,30160.0,Black,Male,23,Veteran
SECURITY OFFICER,Houston Airport System (HAS),29286.0,Black,Female,2,Novice
AIRPORT OPERATIONS ASSISTANT,Houston Airport System (HAS),33176.0,Black,Male,8,Novice
POLICE OFFICER,Houston Police Department-HPD,47650.0,Black,Male,3,Novice
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,32,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Female,23,Veteran
SENIOR BUYER,Houston Police Department-HPD,50190.0,Hispanic,Female,25,Veteran
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,White,Male,1,Novice
SENIOR EVIDENCE TECHNICIAN,Houston Police Department-HPD,41059.0,Hispanic,Male,19,Veteran
FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024.0,Hispanic,Male,0,Novice
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Black,Male,37,Veteran
CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,36629.0,Black,Female,7,Novice
POLICE OFFICER,Houston Police Department-HPD,50621.0,Hispanic,Male,5,Novice
EQUIPMENT OPERATOR II,Houston Airport System (HAS),38730.0,Hispanic,Male,11,Experienced
SYSTEMS ACCOUNTANT III,Houston Airport System (HAS),89416.0,Black,Female,9,Experienced
ADMINISTRATIVE ASSISTANT,Houston Police Department-HPD,36920.0,Hispanic,Female,24,Veteran
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,Black,Male,1,Novice
POLICE OFFICER,Houston Police Department-HPD,60347.0,Hispanic,Male,11,Experienced
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Female,20,Veteran
INSPECTOR,Public Works & Engineering-PWE,60715.0,White,Male,9,Experienced
POLICE OFFICER,Houston Police Department-HPD,60347.0,White,Male,10,Experienced
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,10,Experienced
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,19,Veteran
SENIOR CONTRACT COMPLIANCE OFFICER,Houston Airport System (HAS),53518.0,Hispanic,Female,8,Novice
SENIOR CAPTAIN,Houston Fire Department (HFD),74270.0,White,Male,16,Experienced
FIRE FIGHTER,Houston Fire Department (HFD),61921.0,Hispanic,Male,6,Novice
SUPERVISING ENGINEER,Public Works & Engineering-PWE,98748.0,Asian,Male,32,Veteran
SYSTEMS ACCOUNTANT II,Houston Airport System (HAS),73635.0,Hispanic,Female,16,Experienced
FIRE FIGHTER,Houston Fire Department (HFD),45791.0,White,Male,3,Novice
SENIOR DATA ENTRY OPERATOR,Public Works & Engineering-PWE,29453.0,Hispanic,Female,9,Experienced
POLICE OFFICER,Houston Police Department-HPD,50621.0,Asian,Female,6,Novice
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,Hispanic,Male,6,Novice
POLICE OFFICER,Houston Police Department-HPD,50621.0,White,Male,5,Novice
INSPECTOR,Public Works & Engineering-PWE,53123.0,White,Male,5,Novice
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,White,Male,0,Novice
POLICE OFFICER,Houston Police Department-HPD,45279.0,White,Male,3,Novice
PROJECT TECHNICIAN III,Public Works & Engineering-PWE,43867.0,Black,Female,10,Experienced
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000.0,Black,Male,1,Novice
EQUIPMENT WORKER,Public Works & Engineering-PWE,35318.0,Black,Male,23,Veteran
SEMI-SKILLED LABORER,Parks & Recreation,26125.0,Black,Male,8,Novice
CAPTAIN,Houston Fire Department (HFD),70181.0,White,Male,20,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,20,Veteran
SECURITY OFFICER INVESTIGATOR,Public Works & Engineering-PWE,34382.0,Black,Male,1,Novice
MAINTENANCE MECHANIC III,Houston Fire Department (HFD),37918.0,White,Male,21,Veteran
COMMUNICATIONS CAPTAIN,Houston Fire Department (HFD),66523.0,Black,Male,17,Experienced
MANAGEMENT ANALYST IV,Health & Human Services,70864.0,Asian,Male,11,Experienced
UTILITY WORKER,Public Works & Engineering-PWE,36754.0,Black,Female,24,Veteran
FIRE FIGHTER,Houston Fire Department (HFD),52644.0,White,Male,9,Experienced
ASSISTANT PUBLIC WORKS OPERATIONS MANAGE,Public Works & Engineering-PWE,78728.0,White,Female,35,Veteran
STAFF EPIDEMIOLOGIST,Health & Human Services,60082.0,White,Male,1,Novice
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,White,Male,6,Novice
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,White,Male,18,Experienced
FINGERPRINT TECHNICIAN SUPERVISOR,Houston Police Department-HPD,55016.0,Black,Female,31,Veteran
POLICE LIEUTENANT,Houston Police Department-HPD,86534.0,Black,Male,13,Experienced
INSPECTOR,Public Works & Engineering-PWE,51563.0,Hispanic,Male,0,Novice
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,7,Novice
MANAGING ENGINEER,Public Works & Engineering-PWE,113930.0,Asian,Male,11,Experienced
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Male,4,Novice
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Hispanic,Male,33,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,24,Veteran
ELECTRICAL SUPERVISOR,Public Works & Engineering-PWE,67038.0,Hispanic,Male,10,Experienced
EQUIPMENT WORKER,Public Works & Engineering-PWE,33613.0,Black,Female,15,Experienced
SEMI-SKILLED LABORER,Houston Airport System (HAS),28579.0,Hispanic,Female,4,Novice
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Hispanic,Male,16,Experienced
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,White,Male,9,Experienced
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,44,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Asian,Male,20,Veteran
INVENTORY MANAGEMENT SUPERVISOR,Houston Fire Department (HFD),40165.0,White,Male,3,Novice
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,Hispanic,Male,9,Experienced
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Female,27,Veteran
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,White,Male,34,Veteran
POLICE OFFICER,Houston Police Department-HPD,47650.0,White,Male,3,Novice
DATA ENTRY OPERATOR,Houston Police Department-HPD,27414.0,Black,Male,16,Experienced
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,Hispanic,Male,13,Experienced
POLICE OFFICER,Houston Police Department-HPD,60347.0,Hispanic,Male,10,Experienced
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,22,Veteran
POLICE SERVICE OFFICER,Houston Police Department-HPD,31907.0,Hispanic,Male,5,Novice
ADMINISTRATIVE ASSOCIATE,Houston Police Department-HPD,30618.0,Black,Female,1,Novice
FIRE FIGHTER,Houston Fire Department (HFD),48190.0,White,Male,5,Novice
FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024.0,Black,Male,1,Novice
CUSTOMER SERVICE REPRESENTATIVE II,Public Works & Engineering-PWE,33488.0,Hispanic,Female,13,Experienced
POLICE OFFICER,Houston Police Department-HPD,47650.0,White,Male,5,Novice
FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024.0,White,Male,1,Novice
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,31,Veteran
TECHNICAL HARDWARE ANALYST II,Public Works & Engineering-PWE,50606.0,Hispanic,Male,9,Experienced
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Male,4,Novice
INSPECTOR FIRE,Houston Fire Department (HFD),70181.0,White,Male,30,Veteran
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Male,3,Novice
GRADUATE ENGINEER,Public Works & Engineering-PWE,54122.0,White,Female,0,Novice
EMS EDUCATOR COORDINATOR,Houston Fire Department (HFD),71174.0,Black,Male,11,Experienced
CUSTOMER SERVICE REPRESENTATIVE II,Public Works & Engineering-PWE,33488.0,Black,Female,10,Experienced
MANAGEMENT ANALYST II,Public Works & Engineering-PWE,44575.0,Hispanic,Female,8,Novice
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,35,Veteran
POLICE OFFICER,Houston Police Department-HPD,60347.0,Black,Female,11,Experienced
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,16,Experienced
CRIMINAL INTELLIGENCE ANALYST,Houston Police Department-HPD,53186.0,Black,Female,8,Novice
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,18,Experienced
CUSTOMER SERVICE REPRESENTATIVE II,Public Works & Engineering-PWE,38418.0,Black,Male,24,Veteran
POLICE OFFICER,Houston Police Department-HPD,47650.0,Asian,Male,3,Novice
FIRE FIGHTER,Houston Fire Department (HFD),45791.0,Hispanic,Male,3,Novice
CHEMIST III,Public Works & Engineering-PWE,58816.0,White,Male,28,Veteran
SEMI-SKILLED LABORER,Houston Airport System (HAS),33301.0,Black,Male,32,Veteran
SEMI-SKILLED LABORER,Parks & Recreation,26125.0,Hispanic,Male,2,Novice
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,Black,Male,12,Experienced
CUSTOMER SERVICE REPRESENTATIVE I,Public Works & Engineering-PWE,30347.0,Black,Female,2,Novice
"BUREAU CHIEF,PUBLIC HEALTH",Health & Human Services,103270.0,Black,Female,31,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,23,Veteran
SANITARIAN II,Health & Human Services,47050.0,Asian,Male,25,Veteran
INVESTIGATOR,Houston Fire Department (HFD),70181.0,White,Male,22,Veteran
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,13,Experienced
CUSTODIAN,Parks & Recreation,26125.0,Hispanic,Male,26,Veteran
LABORER,Houston Airport System (HAS),26125.0,Asian,Female,12,Experienced
INFRASTRUCTURE ASSESSMENT TECHNICIAN I,Public Works & Engineering-PWE,27102.0,Black,Male,7,Novice
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,12,Experienced
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,24,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Hispanic,Female,15,Experienced
MAINTENANCE MECHANIC III,Houston Airport System (HAS),39125.0,Hispanic,Male,0,Novice
MAINTENANCE MECHANIC III,Houston Airport System (HAS),39125.0,Black,Male,6,Novice
FIRE FIGHTER,Houston Fire Department (HFD),48190.0,Hispanic,Male,4,Novice
ELECTRICIAN,Public Works & Engineering-PWE,43514.0,White,Male,4,Novice
CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,35485.0,Hispanic,Female,4,Novice
SENIOR DISPATCHER,Parks & Recreation,29682.0,Black,Female,8,Novice
POLICE OFFICER,Houston Police Department-HPD,55461.0,Black,Female,8,Novice
STAFF ANALYST,Houston Airport System (HAS),73065.0,Hispanic,Male,14,Experienced
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Female,21,Veteran
AIRPORT OPERATIONS SPECIALIST,Houston Airport System (HAS),49275.0,White,Male,13,Experienced
INSPECTOR,Public Works & Engineering-PWE,49691.0,White,Male,6,Novice
ADMINISTRATIVE ASSISTANT,Public Works & Engineering-PWE,39208.0,Black,Female,20,Veteran
SECURITY OFFICER,Houston Airport System (HAS),29286.0,White,Male,19,Veteran
DISTRICT CHIEF,Houston Fire Department (HFD),89590.0,Black,Male,48,Veteran
POLICE OFFICER,Houston Police Department-HPD,52514.0,Black,Male,6,Novice
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,Black,Male,13,Experienced
DIVISION MANAGER,Parks & Recreation,85055.0,White,Male,19,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Hispanic,Male,16,Experienced
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,11,Experienced
AIRPORT BUSINESS DEVELOPMENT COORDINATOR,Houston Airport System (HAS),96325.0,Black,Male,4,Novice
CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,35485.0,Black,Female,1,Novice
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,25,Veteran
MICROBIOLOGIST I,Health & Human Services,33821.0,White,Female,1,Novice
ADMINISTRATIVE COORDINATOR,Public Works & Engineering-PWE,60248.0,Hispanic,Female,15,Experienced
EQUIPMENT WORKER,Public Works & Engineering-PWE,33987.0,Black,Male,5,Novice
ADMINISTRATIVE ASSISTANT,Houston Fire Department (HFD),41995.0,Hispanic,Female,2,Novice
WATER SERVICE INSPECTOR I,Public Works & Engineering-PWE,32240.0,Hispanic,Male,0,Novice
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,10,Experienced
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,9,Experienced
POLICE OFFICER,Houston Police Department-HPD,60347.0,White,Male,10,Experienced
SENIOR STAFF ANALYST (EXECUTIVE LEVEL),Parks & Recreation,83916.0,Hispanic,Female,17,Experienced
MAINTENANCE MECHANIC III,Houston Airport System (HAS),39125.0,Black,Female,9,Experienced
SENIOR PROCUREMENT SPECIALIST,Houston Airport System (HAS),77535.0,Asian,Male,22,Veteran
EXECUTIVE OFFICE ASSISTANT,Houston Fire Department (HFD),43014.0,White,Female,21,Veteran
CAPTAIN,Houston Fire Department (HFD),70181.0,White,Male,20,Veteran
SENIOR UTILITY MECHANIC,Public Works & Engineering-PWE,36130.0,Hispanic,Male,2,Novice
INSPECTOR,Houston Airport System (HAS),57782.0,Hispanic,Male,27,Veteran
POLICE OFFICER,Houston Police Department-HPD,55461.0,Asian,Male,9,Experienced
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,22,Veteran
ENGINEER,Public Works & Engineering-PWE,75224.0,White,Female,7,Novice
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,12,Experienced
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,26,Veteran
DISTRICT CHIEF,Houston Fire Department (HFD),89590.0,White,Male,27,Veteran
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,8,Novice
FIXED ASSET MANAGER,Public Works & Engineering-PWE,65000.0,Black,Male,36,Veteran
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,19,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,11,Experienced
ADMINISTRATION MANAGER,Public Works & Engineering-PWE,74384.0,Black,Female,10,Experienced
DEPUTY CHIEF,Houston Fire Department (HFD),99480.0,White,Male,35,Veteran
FIRE FIGHTER,Houston Fire Department (HFD),48190.0,White,Male,4,Novice
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,34,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,24,Veteran
POLICE OFFICER,Houston Police Department-HPD,60347.0,Hispanic,Male,11,Experienced
SENIOR COUNSELOR,Health & Human Services,54857.0,Black,Male,9,Experienced
AIRPORT OPERATIONS COORDINATOR,Houston Airport System (HAS),51501.0,Black,Male,10,Experienced
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,Hispanic,Male,1,Novice
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,White,Male,13,Experienced
POLICE LIEUTENANT,Houston Police Department-HPD,91181.0,Black,Female,23,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Black,Female,16,Experienced
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,Black,Male,1,Novice
DISTRICT CHIEF,Houston Fire Department (HFD),89590.0,White,Male,37,Veteran
OFFICE SUPERVISOR,Houston Police Department-HPD,45677.0,Black,Female,28,Veteran
JAIL ATTENDANT,Houston Police Department-HPD,35318.0,Black,Female,8,Novice
RECREATION SUPERVISOR,Parks & Recreation,40706.0,Black,Female,28,Veteran
MANAGEMENT ANALYST IV,Health & Human Services,67782.0,Black,Female,6,Novice
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,15,Experienced
JAIL ATTENDANT,Houston Police Department-HPD,35318.0,Black,Female,2,Novice
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,8,Novice
STAFF EPIDEMIOLOGIST,Health & Human Services,51861.0,Asian,Female,4,Novice
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,28169.0,White,Male,1,Novice
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,Black,Male,1,Novice
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Hispanic,Male,16,Experienced
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,Hispanic,Male,15,Experienced
POLICE SERGEANT,Houston Police Department-HPD,77076.0,White,Male,11,Experienced
SENIOR INSPECTOR,Houston Fire Department (HFD),74270.0,Black,Male,16,Experienced
CUSTODIAN,Houston Police Department-HPD,26229.0,Hispanic,Female,17,Experienced
FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024.0,White,Male,1,Novice
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Female,4,Novice
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,9,Experienced
SENIOR NUTRITIONIST,Health & Human Services,47445.0,Black,Female,6,Novice
POLICE OFFICER,Houston Police Department-HPD,43443.0,White,Male,1,Novice
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,19,Veteran
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,8,Novice
MAINTENANCE MECHANIC III,Houston Airport System (HAS),39333.0,White,Male,10,Experienced
CUSTOMER SERVICE REPRESENTATIVE III,Health & Human Services,36150.0,White,Female,12,Experienced
FIELD SUPERVISOR,Public Works & Engineering-PWE,51397.0,Black,Male,37,Veteran
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,9,Experienced
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,10,Experienced
INVESTIGATOR,Houston Fire Department (HFD),70181.0,White,Male,23,Veteran
LABORER,Houston Airport System (HAS),26125.0,Hispanic,Female,12,Experienced
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Hispanic,Male,19,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,2,Novice
COUNSELOR,Health & Human Services,42890.0,Black,Female,2,Novice
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Female,2,Novice
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,20,Veteran
LABORER,Public Works & Engineering-PWE,26125.0,Black,Male,4,Novice
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,28169.0,Hispanic,Male,1,Novice
ASSISTANT FIRE MARSHAL,Houston Fire Department (HFD),99480.0,Hispanic,Male,30,Veteran
HEATING & AIR CONDITIONING LEADER,Parks & Recreation,48651.0,Asian,Male,26,Veteran
POLICE OFFICER,Houston Police Department-HPD,55461.0,Asian,Male,9,Experienced
POLICE OFFICER,Houston Police Department-HPD,55461.0,Native American,Male,8,Novice
PROJECT MANAGER,Public Works & Engineering-PWE,61564.0,Hispanic,Male,12,Experienced
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,Hispanic,Male,2,Novice
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Asian,Male,13,Experienced
MEDICAL RECORDS SUPERVISOR,Health & Human Services,58406.0,Hispanic,Male,10,Experienced
SENIOR NUTRITIONIST,Health & Human Services,47445.0,Hispanic,Female,6,Novice
SENIOR ACCOUNTANT,Parks & Recreation,55462.0,Black,Male,12,Experienced
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,14,Experienced
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,White,Male,1,Novice
UTILITY WORKER,Public Works & Engineering-PWE,41184.0,Hispanic,Male,28,Veteran
SENIOR PROJECT MANAGER,Public Works & Engineering-PWE,89955.0,Asian,Male,11,Experienced
SUPERINTENDENT,Parks & Recreation,57824.0,White,Male,1,Novice
SENIOR STAFF ANALYST,Health & Human Services,88361.0,Black,Female,8,Novice
POLICE OFFICER,Houston Police Department-HPD,55461.0,Black,Male,7,Novice
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,16,Experienced
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,26,Veteran
SYSTEMS SUPPORT ANALYST III,Houston Airport System (HAS),68299.0,Native American,Female,21,Veteran
IT PROJECT MANAGER,Houston Airport System (HAS),90832.0,White,Male,12,Experienced
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Female,20,Veteran
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,Black,Male,8,Novice
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,17,Experienced
CUSTOMER SERVICE CLERK,Health & Human Services,30846.0,Black,Female,13,Experienced
FIRE FIGHTER,Houston Fire Department (HFD),61226.0,Black,Male,30,Veteran
GRADUATE ENGINEER,Public Works & Engineering-PWE,52562.0,White,Female,1,Novice
SECURITY OFFICER,Houston Airport System (HAS),29286.0,Black,Male,5,Novice
SEMI-SKILLED LABORER,Public Works & Engineering-PWE,27352.0,White,Male,0,Novice
PUBLIC WORKS MAINTENANCE SECTION CHIEF,Public Works & Engineering-PWE,60840.0,Black,Male,30,Veteran
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Black,Male,18,Experienced
PROCUREMENT SPECIALIST,Houston Police Department-HPD,63551.0,Black,Female,28,Veteran
CAPTAIN,Houston Fire Department (HFD),70181.0,White,Male,32,Veteran
POLICE OFFICER,Houston Police Department-HPD,60347.0,Black,Male,13,Experienced
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,31,Veteran
RECREATION FACILITY MANAGER,Parks & Recreation,46566.0,White,Male,2,Novice
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,35,Veteran
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Hispanic,Male,21,Veteran
SENIOR GIS ANALYST,Public Works & Engineering-PWE,66867.0,White,Female,7,Novice
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,15,Experienced
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,Black,Male,26,Veteran
POLICE LIEUTENANT,Houston Police Department-HPD,91181.0,Black,Female,22,Veteran
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Hispanic,Male,22,Veteran
INSPECTOR TRAINEE,Public Works & Engineering-PWE,32136.0,Hispanic,Male,0,Novice
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,26,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,22,Veteran
